Mesh_UI	Mesh_eng	Mesh_swe
D016342	Angioplasty, Laser	Laserangioplastik
D016343	Monitoring, Intraoperative	Intraoperativ övervakning
D016344	Medicare Part A	Medicare del A
D016345	Medicare Part B	Medicare del B
D016346	Gene Products, vif	Genprodukter, vif
D016347	Medical Records Systems, Computerized	Datorjournalsystem
D016348	Osseointegration	Osseointegrering
D016350	Leucine Zippers	Leucinblixtlås
D016352	Group Homes	Gruppboende
D016353	Self-Examination	Självundersökning
D016354	Rhodobacter capsulatus	Rhodobacter capsulatus
D016355	Genes, pX	pX-gener
D016356	Gene Products, tax	Genprodukter, tax
D016357	Infection Control Practitioners	Hygienläkare
D016358	Contact Tracing	Smittspårning
D016360	Clostridium difficile	Clostridium difficile
D016361	Bankruptcy	Konkurs
D016362	Analgesia, Obstetrical	Smärtlindring vid förlossning
D016363	Antitrust Laws	Konkurrenslagar
D016364	Reading Frames	Läsramar, genetiska
D016365	Liability, Legal	Ansvar, juridiskt
D016366	Open Reading Frames	
D016367	Baculoviridae	Baculoviridae
D016368	Frameshift Mutation	Läsramsmutation
D016369	Smear Layer	
D016370	Gene Products, rex	Genprodukter, rex
D016371	Cranial Irradiation	Skallröntgen
D016372	RNA, Antisense	Antisens-RNA
D016373	DNA, Antisense	Antisens-DNA
D016374	Oncogene Proteins v-abl	Onkogenproteiner v-abl
D016375	Antisense Elements (Genetics)	Antisenselement (Genetik)
D016376	Oligonucleotides, Antisense	Antisens-oligonukleotider
D016377	Organ Transplantation	Organtransplantation
D016378	Tissue Transplantation	Vävnadstransplantation
D016379	Denture, Partial, Fixed, Resin-Bonded	Tandprotes, partiell, fast, hartsbondad
D016380	Brain Tissue Transplantation	Hjärnvävnadstransplantation
D016381	Islets of Langerhans Transplantation	Langerhans cellöar, transplantation
D016382	Orthodontic Appliance Design	Design av tandregleringshjälpmedel
D016384	Consensus Sequence	Konsensussekvens
D016385	TATA Box	TATA-box
D016386	Chromosome Walking	Kromosomgång
D016387	Women's Health	Kvinnohälsa
D016388	Tooth Loss	Tandförlust
D016389	Maternal-Child Nursing	Mödra- och barnhälsovård
D016390	Allied Health Occupations	Hälsovårdsrelaterade yrken
D016391	Genes, src	src-gener
D016392	Proto-Oncogene Proteins pp60(c-src)	Protonkogenproteiner pp60(c-src)
D016393	Lymphoma, B-Cell	B-cellslymfom
D016395	Lymphoma, High-Grade	Lymfom, högmalignt
D016396	Lymphoma, Intermediate-Grade	
D016397	Lymphoma, Low-Grade	Lymfom, lågmalignt
D016398	Lymphoma, Diffuse	Lymfom, diffust
D016399	Lymphoma, T-Cell	T-cellslymfom
D016400	Lymphoma, Large-Cell, Immunoblastic	Lymfom, storcelligt, immunoblastiskt
D016401	Lymphoma, Lymphoblastic	Lymfom, lymfoblastiskt
D016402	Lymphoma, Small Noncleaved-Cell	
D016403	Lymphoma, Large-Cell, Diffuse	Lymfom, diffust storcelligt
D016404	Lymphoma, Large-Cell, Follicular	Lymfom, storcelligt, follikulärt
D016405	Lymphoma, Mixed-Cell, Diffuse	Lymfom, blandad cellularitet, diffus
D016406	Lymphoma, Small Cleaved-Cell, Diffuse	
D016407	Lymphoma, Mixed-Cell, Follicular	Lymfom, blandad cellularitet, follikulärt
D016408	Lymphoma, Small Cleaved-Cell, Follicular	
D016409	Lymphoma, Small Lymphocytic	
D016410	Lymphoma, T-Cell, Cutaneous	T-cellslymfom, kutant
D016411	Lymphoma, T-Cell, Peripheral	T-cellslymfom, perifert
D016414	Resuscitation Orders	Återupplivningsföreskrifter
D016415	Sequence Alignment	Sekvensinpassning
D016416	Meeting Abstracts [Publication Type]	Mötessammanfattningar (Publikatinstyp)
D016417	Bibliography [Publication Type]	Bibliografi (Publikationstyp)
D016418	Legal Cases [Publication Type]	Rättsfall (Publikationstyp)
D016419	Classical Article [Publication Type]	Klassisk artikel (Publikationstyp)
D016420	Comment [Publication Type]	Kommentar (Publikationstyp)
D016421	Editorial [Publication Type]	Ledare [Publikationstyp]
D016422	Letter [Publication Type]	Brev (Publikationstyp)
D016423	Congresses [Publication Type]	Kongresser (Publikatinstyp)
D016424	Overall [Publication Type]	Overall (Publikationstyp)
D016425	Published Erratum [Publication Type]	Tryckt errata (Publikationstyp)
D016426	Scientific Integrity Review [Publication Type]	Scientific Integrity Review (Publikationstyp)
D016427	Technical Report [Publication Type]	Teknisk rapport (Publikationstyp)
D016428	Journal Article [Publication Type]	Tidskriftsartikel (Publikationstyp)
D016429	Clinical Conference [Publication Type]	Klinisk konferens (Publikationstyp)
D016430	Clinical Trial [Publication Type]	Klinisk prövning (Publikationstyp)
D016431	Guideline [Publication Type]	Föreskrift (Publikationstyp)
D016433	News [Publication Type]	Nyheter (Publikatinstyp)
D016435	Directory [Publication Type]	Adresskalender [Publikationstyp]
D016437	Dictionary [Publication Type]	Ordbok [Publikationstyp]
D016438	Duplicate Publication [Publication Type]	Dubbelpublicering (Publikationstyp)
D016439	Corrected and Republished Article [Publication Type]	Korrigerad och omtryckt artikel (Publikationstyp)
D016440	Retraction of Publication [Publication Type]	Återkallande av publikation (Publikationstyp)
D016441	Retracted Publication [Publication Type]	Återkallad publikation (Publikationstyp)
D016446	Consensus Development Conference [Publication Type]	Konsensusmöte (Publikationstyp)
D016447	Consensus Development Conference, NIH [Publication Type]	Konsensusmöte, NIH (Publikationstyp)
D016448	Multicenter Study [Publication Type]	Multicenterstudie (Publikatinstyp)
D016449	Randomized Controlled Trial [Publication Type]	Randomiserad klinisk prövning (Publikationstyp)
D016453	Periodical Index [Publication Type]	Periodiska index (Publikationstyp)
D016454	Review [Publication Type]	Översikt (Publikationstyp)
D016456	Historical Article [Publication Type]	Historisk artikel (Publikationstyp)
D016459	Prosthesis-Related Infections	Protesrelaterade infektioner
D016460	Granuloma Annulare	Granuloma annulare
D016461	Chemoembolization, Therapeutic	Kemoembolisering, terapeutisk
D016462	Mammaplasty	Bröstrekonstruktion
D016463	Sweet's Syndrome	Sweets syndrom
D016464	Lysosomal Storage Diseases	Lysosomala upplagringssjukdomar
D016465	Bone Marrow Purging	Benmärgsrening
D016466	CHO Cells	CHO-celler
D016467	Monograph [Publication Type]	Monografi (Publikationstyp)
D016468	Forestry	Skogsbruk
D016469	Fungemia	Fungemi
D016470	Bacteremia	Bakteriemi
D016471	Ovarian Hyperstimulation Syndrome	Ovariellt hyperstimulationssyndrom
D016472	Motor Neuron Disease	Motorneuronsjukdom
D016473	Gallbladder Emptying	Gallblåsetömning
D016474	Weight-Bearing	Viktbärande
D016475	3T3 Cells	3T3-celler
D016476	Urinary Reservoirs, Continent	Urinreservoarer, kontinenta
D016477	Artifacts	Artefakter
D016480	Helicobacter pylori	Helicobacter pylori
D016481	Helicobacter Infections	Helicobacterinfektioner
D016482	Urinalysis	Urinprov
D016483	Lymphoma, AIDS-Related	AIDS-relaterat lymfom
D016485	Needle Sharing	Dela spruta
D016487	Parenting	Föräldraskap
D016488	Medicine, African Traditional	Afrikansk medicin, traditionell
D016489	Head Injuries, Closed	Huvudskador, slutna
D016490	Integrated Advanced Information Management Systems	IAIMS
D016491	Peripheral Vascular Diseases	Perifera kärlsjukdomar
D016494	Computer Security	Datasäkerhet
D016495	Police	Polis
D016496	Incontinence Pads	Inkontinensskydd
D016497	Adolescent Health Services	Ungdomsmottagningar
D016499	Radioimmunotherapy	Radioimmunterapi
D016500	Color Therapy	Färgterapi
D016501	Neurites	Neuriter
D016503	Drug Delivery Systems	Läkemedelsadministrationssystem
D016504	Breast Self-Examination	Självundersökning av bröst
D016506	Pemphigus, Benign Familial	Pemfigus, benign familjär
D016507	Cardiology Service, Hospital	Hjärtklinik
D016508	Fluorescent Treponemal Antibody-Absorption Test	FTA-absorption
D016510	Corneal Neovascularization	Kärlnybildning i hornhinnan
D016511	Severe Combined Immunodeficiency	Svår kombinerad immunbrist
D016512	Ankle Injuries	Fotledsskador
D016513	Mice, SCID	Möss, SCID
D016514	Genes, Neurofibromatosis 1	Neurofibromatos 1-gener
D016515	Genes, Neurofibromatosis 2	Neurofibromatos 2-gener
D016516	CD4-CD8 Ratio	CD4-CD8-kvot
D016518	Neurofibromatosis 2	Neurofibromatos 2
D016519	Hospitals, Religious	Sjukhus, religiösa
D016520	Entrepreneurship	Entreprenad
D016521	Electrophoresis, Gel, Pulsed-Field	Pulsfältgelelektrofores
D016522	Oncology Service, Hospital	Cancervård på sjukhus
D016523	Foot Ulcer	Fotsår
D016524	Parental Leave	Föräldraledighet
D016525	Antigenic Modulation	Antigenmodulering
D016526	Workload	Arbetsbelastning
D016527	Drug Costs	Läkemedelskostnader
D016528	Postanesthesia Nursing	Postanestetisk omvårdnad
D016529	Emergency Nursing	Akutomvårdnad
D016530	Orthopedic Nursing	Ortopedisk omvårdnad
D016532	Mucopolysaccharidosis II	Mukopolysackaridos II
D016533	Mycological Typing Techniques	Mykologiska typningstekniker
D016534	Cardiac Output, High	Hjärtminutvolym, hög
D016535	Bronchial Hyperreactivity	Bronkiell hyperreaktivitet
D016536	Competitive Medical Plans	Alternativa sjukförsäkringssystem
D016537	Gangliosidosis, GM1	Gangliosidos, GM1
D016538	Mucopolysaccharidosis VII	Mukopolysackaridos VII
D016539	Reed-Sternberg Cells	Reed-Sternbergceller
D016540	Smoking Cessation	Rökavvänjning
D016542	Chief Executive Officers, Hospital	Sjukhusdirektörer
D016543	Central Nervous System Neoplasms	Centrala nervsystemets tumörer
D016544	Patient Simulation	Simulering av patientroll
D016545	Choroid Plexus Neoplasms	Plexus choroideustumörer
D016547	Kinesin	Kinesin
D016548	Prosencephalon	Framhjärna
D016549	United States Indian Health Service	
D016550	Birthing Centers	Förlossningscentra, fristående
D016552	Ergometry	Ergometri
D016553	Purpura, Thrombocytopenic, Idiopathic	Purpura, trombocytopen, idiopatisk
D016554	Autocrine Motility Factor	Autokrin motilitetsfaktor
D016555	Matched-Pair Analysis	
D016556	Crown Lengthening	Förlängning av tandkronor
D016557	Guided Tissue Regeneration, Periodontal	Styrd vävnadsläkning, parodontal
D016558	Hemostasis, Endoscopic	Hemostas, endoskopisk
D016559	Tacrolimus	Takrolimus
D016562	Parenteral Nutrition, Home Total	Parenteral näring i hemmet, total
D016563	Filoviridae	Filoviridae
D016564	Amyloid beta-Protein Precursor	Amyloid-betaproteinprekursor
D016565	Cheirogaleidae	Cheirogaleidae
D016566	Organoselenium Compounds	Organoselenföreningar
D016567	Nizatidine	Nizatidin
D016568	Drugs, Generic	Generiska läkemedel
D016569	Blepharophimosis	Ögonlocksförträngning
D016570	Bruch Membrane	Bruchs membran
D016571	Neural Networks (Computer)	Neurala nätverk (Datorer)
D016572	Cyclosporine	Ciklosporin
D016573	Agrochemicals	Lantbrukskemikalier
D016574	Seasonal Affective Disorder	Årstidsbundna affektiva störningar
D016575	Hidradenitis	Svettkörtelinflammation
D016576	Fleroxacin	Fleroxacin
D016577	Pancreaticoduodenectomy	Pankreatikoduodenektomi
D016578	Crack Cocaine	Crack-kokain
D016582	Leukemia, Feline	Kattleukemi
D016583	Enzootic Bovine Leukosis	Enzootisk bovin leukos
D016584	Panic Disorder	Panikattack
D016585	Vaginosis, Bacterial	Vaginos, bakteriell
D016586	Granular Cell Tumor	Granularcellstumör
D016587	Antimutagenic Agents	Antimutagena medel
D016588	Anticarcinogenic Agents	Antikarcinogena medel
D016589	Astemizole	Astemizol
D016590	Aphidicolin	Afidikolin
D016591	Histocytological Preparation Techniques	Cytologisk prepareringsteknik
D016593	Terfenadine	Terfenadin
D016595	Misoprostol	Misoprostol
D016596	Vinculin	Vinkulin
D016597	Trimetrexate	Trimetrexat
D016601	RNA-Binding Proteins	RNA-bindande proteiner
D016602	Needlestick Injuries	Nålsticksskador
D016603	Eosinophilia-Myalgia Syndrome	Eosinofili-myalgisyndrom
D016604	Aflatoxin B1	Aflatoxin B1
D016606	Thyroid Nodule	Knuta i sköldkörtel
D016607	Aflatoxin M1	Aflatoxin M1
D016608	Talin	Talin
D016609	Neoplasms, Second Primary	Tumörer, sekundära primära
D016610	Tissue Embedding	Vävnadsinbäddning
D016612	Paraffin Embedding	Paraffininbäddning
D016613	Plastic Embedding	Plastinbäddning
D016615	Telomere	Telomer
D016616	Cryoultramicrotomy	Kryoultramikrotomi
D016620	Enprostil	Enprostil
D016622	Silver Staining	Silverfärgning
D016623	Ion Pumps	Jonpumpar
D016624	Negative Staining	Negativ färgning
D016626	Shadowing (Histology)	Skuggning (Histologi)
D016627	Oxidopamine	Oxidopamin
D016628	Replica Techniques	Replikattekniker
D016629	Esophagectomy	Esofagektomi
D016630	Rioprostil	Rioprostil
D016631	Lewy Bodies	Lewykroppar
D016632	Apolipoprotein A-I	Apolipoprotein A-I
D016633	Apolipoprotein A-II	Apolipoprotein A-II
D016634	Radiosurgery	Strålkirurgi
D016635	Universal Precautions	Allmänna försiktighetsåtgärder
D016636	Telefacsimile	Fax
D016638	Critical Illness	Livshotande sjukdom
D016639	Scleroplasty	Skleroplastik
D016640	Diabetes, Gestational	Graviditetsdiabetes
D016642	Bupropion	Bupropion
D016643	Encephalopathy, Bovine Spongiform	Galna ko-sjuka
D016644	Canthaxanthin	Kantaxantin
D016645	Aotidae	Aotidae
D016646	Cebinae	Cebinae
D016647	Callimico	Callimico
D016648	Saimirinae	Saimirinae
D016649	Ovarian Failure, Premature	Ovarialsvikt, prematur
D016650	Fluorescein-5-isothiocyanate	Fluorescein-5-isotiocyanat
D016651	Lithium Carbonate	Litiumkarbonat
D016654	Genes, RAG-1	RAG-1
D016655	HIV Core Protein p24	HIV-kärnprotein p24
D016656	Family Planning Policy	Familjeplaneringspolicy
D016657	Cerebral Amyloid Angiopathy	Cerebral amyloid angiopati
D016658	Psoas Muscles	Ländmuskler
D016659	Psoas Abscess	Psoasabscess
D016660	NAD(P)H Dehydrogenase (Quinone)	NAD(P)H-dehydrogenas (Kinon)
D016661	Alouattinae	Alouattinae
D016662	Virus Integration	Virusintegration
D016663	Cercopithecinae	Cercopithecinae
D016664	Cercocebus	Cercocebus
D016665	Cercocebus atys	Cercocebus atys
D016666	Fluvoxamine	Fluvoxamin
D016667	Bacterial Capsules	Bakterikapslar
D016669	Erythrocebus	Erythrocebus
D016670	Gabexate	Gabexat
D016671	Theropithecus	Theropithecus
D016672	Zenker Diverticulum	Zenkers divertikel
D016673	Colobinae	Colobinae
D016674	Hylobatidae	Hylobatidae
D016675	Scandentia	Scandentia
D016676	Macrophages, Alveolar	Makrofager, alveolära
D016677	Tocainide	Tokainid
D016678	Genome	Genuppsättning
D016679	Genome, Viral	Genom, viralt
D016680	Genome, Bacterial	Genom, bakteriellt
D016681	Genome, Fungal	Genom, svamp
D016682	Lupus Coagulation Inhibitor	Lupuskoagulationshämmare
D016683	Supine Position	Ryggläge
D016684	Prone Position	Framstupaläge
D016685	Mitomycin	Mitomycin
D016686	Monocrotaline	Monokrotalin
D016687	Polydioxanone	Polydioxanon
D016688	Mice, Inbred NOD	Möss, inavlade NOD
D016689	Trypanosoma vivax	Trypanosoma vivax
D016692	Receptors, Antigen, T-Cell, gamma-delta	Receptorer, antigen, T-celler gamma-delta
D016693	Receptors, Antigen, T-Cell, alpha-beta	Receptorer, antigen, T-celler alfa-beta
D016694	Gene Rearrangement, delta-Chain T-Cell Antigen Receptor	Omfördelning av gener, deltakedjan, T-cellsantigenreceptorer
D016695	Glycosyltransferases	Glykosyltransferaser
D016697	Herpes Zoster Oticus	Herpes zoster oticus
D016698	Technetium Tc 99m Pyrophosphate	Teknetium Tc 99m-pyrofosfat
D016699	Tarsiidae	Tarsiidae
D016700	Encainide	Enkainid
D016701	Guinea	Guinea
D016703	Equatorial Guinea	Ekvatorialguinea
D016704	Synapsins	Synapsiner
D016706	Still's Disease, Adult-Onset	Stills sjukdom, vuxendebuterande
D016707	Tissue Fixation	Vävnadsfixering
D016708	Synaptophysin	Synaptofysin
D016709	Yin-Yang	Yin och yang
D016710	Yin Deficiency	Yin-brist
D016711	Yang Deficiency	Yang-brist
D016712	Mupirocin	Mupirocin
D016713	Ritanserin	Ritanserin
D016715	Proteus Syndrome	Proteus syndrom
D016716	PC12 Cells	PC12-celler
D016717	Sphincterotomy, Endoscopic	Sfinkterotomi, endoskopisk
D016718	Arachidonic Acid	Arakidonsyra
D016719	Radioimmunodetection	Radioimmundetektion
D016720	Pneumocystis Infections	Pneumocystis infektioner
D016721	Radiation Leukemia Virus	RadLV
D016722	Cermet Cements	Cermetcement
D016723	Bone Remodeling	Benombyggnad
D016724	Empyema, Pleural	Varansamling i lungsäcken
D016726	Granuloma, Plasma Cell, Pulmonary	Plasmacellsgranulom, pulmonal
D016727	Granuloma, Plasma Cell, Orbital	Plasmacellsgranulom, orbital
D016728	Self-Injurious Behavior	Självdestruktivt beteende
D016729	Leuprolide	Leuprolid
D016730	Program Development	Programutveckling
D016731	Erythema Infectiosum	Erythema infectiosum
D016732	Parvovirus B19, Human	Parvovirus B19, humant
D016733	Rubber Dams	
D016734	Dental Clasps	Tandklammer
D016735	Munchausen Syndrome by Proxy	Munchhausens syndrom by proxy
D016736	Antiphospholipid Syndrome	Antifosfolipidsyndrom
D016737	Proctocolectomy, Restorative	Ileoanal reservoar
D016738	Alagille Syndrome	Alagilles syndrom
D016739	Behavior, Addictive	Missbruksbeteende
D016740	Meridians	Meridianer
D016741	Urinary Sphincter, Artificial	Urinsfinkter, konstgjord
D016742	Preconception Care	Vård i samband med fortplantning
D016743	Mental Competency	Mental kompetens
D016744	Minor Lymphocyte Stimulatory Loci	
D016745	Root Planing	
D016746	Transcultural Nursing	Mångkulturell omvårdnad
D016747	Minor Lymphocyte Stimulatory Antigens	
D016748	Venous Cutdown	Venös friläggning
D016749	National Practitioner Data Bank	
D016750	Stiff-Person Syndrome	Stiff-Mans syndrom
D016751	Hepatitis E	Hepatit E
D016752	Hepatitis E virus	Hepatit E-virus
D016753	Interleukin-10	Interleukin-10
D016754	Boron Neutron Capture Therapy	Borneutroninfångningsterapi
D016755	Proto-Oncogene Proteins c-jun	Protonkogenproteiner c-jun
D016756	Immunoglobulins, Intravenous	Immunglobuliner, intravenösa
D016757	Death, Sudden, Cardiac	Plötslig hjärtdöd
D016758	Genes, jun	jun-gener
D016759	Oncogene Protein p65(gag-jun)	Onkogenprotein p65(gag-jun)
D016760	Proto-Oncogene Proteins c-fos	Protonkogenproteiner c-fos
D016761	Oncogene Proteins v-fos	Onkogenproteiner v-fos
D016762	Genes, fos	fos-gener
D016764	Cell Polarity	Cellpolaritet
D016765	Coronavirus, Feline	Kattcoronavirus
D016766	Feline Infectious Peritonitis	Infektiös bukhinneinflammation hos katter
D016767	Caroli Disease	Carolis sjukdom
D016769	Embolism and Thrombosis	Emboli och trombos
D016770	Ciliophora Infections	Ciliophorainfektioner
D016771	Sarcomastigophora Infections	Sarcomastigophorainfektioner
D016772	Mastigophora Infections	Mastigophorainfektioner
D016773	Leishmaniasis, Cutaneous	Leishmaniasis, kutan
