Synonym	Mesh_UI
Moersch-Woltmanns syndrom	D016750
Mogadon	D009567
Mola hydatidosa	D006828
Mola hydatidosa, invasiv	D002820
Molar	D008963
Molekylär epidemiologi	D017720
Molekylär kloning	D003001
Molekylära modeller	D008958
Molekylärgenetik	D008967
Mollusker	D008974
Mongoloid ras	D044466
Monilia	D002175
Moniliasis	D002177
Moniliasis, kronisk mukokutan	D002178
Moniliasis, kutan	D002179
Moniliasis, oral	D002180
Moniliasis, vulvovaginal	D002181
Monoaminer, biogena	D015306
Monoclate	D005169
Monocystisk leukemi, akut	D007948
Monocystisk leukemi, kronisk	D015476
Monogent ärftliga sjukdomar	D030342
Monoklonal antikropp OKT3	D016853
Monoklonala gammopatier	D010265
Monoklorbensener	D002722
Mononeurit	D020422
Mononeuropati, multiplex	D020422
Mononukleos, infektiös	D007244
Monopril	D017328
Monosporium	D021681
Monosynaptisk reflex	D012023
Monotard	D007337
Moralitet	D009014
Moraxellainfektioner	D045828
Morbiditet	D009017
Morbus haemolyticus neonatorum	D004899
Mordbrand	D005391
Morfea	D012594
Morfea	D012595
Morfinmissbruk	D009021
Morquios sjukdom	D009085
Mortalitet	D009026
Mortalitetstabeller	D015993
Morula	D009028
Morvans korea	D020385
Morötter	D018552
Mosippa	D031946
Mossa	D019068
Mossbauer spektroskopi	D015204
Motioncentra	D020446
Motiv	D009042
Motivation	D009042
Motorisk hyperaktivitet	D006948
Motoriska nervceller	D009046
Motströmsutbyte	D003377
Motståndskraft	D007109
Mott	D007915
Mottagningstider	D001071
Mounier-Kuhns syndrom	D014137
Moxi-terapi	D009071
MPR-vaccin	D022542
MPS I	D008059
MPS II	D016532
MPS III	D009084
MPS IV	D009085
MPS VI	D009087
MPS-sjukdomar	D009083
MR-angiografi	D018810
MRCP	D049448
MRI	D008279
mRNA	D012333
MRT	D008279
MS	D009103
Mucinäs adenokarcinom	D002288
Mucomyst	D000111
Mufflon	D034561
Mukocele	D009078
Mukociliär eliminering	D009079
Mukociliärt system	D009079
Mukopolysackaridossjukdomar	D009083
Mukus	D009093
Mullbär	D031625
Multicystisk njure	D021782
Multifasscreening	D009098
Multikulturellt samhälle	D018864
Multimodal terapi	D003131
Multinationella aspekter	D038622
Multinationella relationer	D038622
Multiorgansvikt	D009102
Multipel endokrin neoplasi	D009377
Multipel endokrin neoplasi typ 1	D018761
Multipel endokrin neoplasi typ 2a	D018813
Multipel endokrin neoplasi typ 2b	D018814
Multipel kemisk överkänslighet	D018777
Multipel personlighetsstörning	D009105
Multipel primär cancer	D009378
Multipel symmetrisk lipomatos	D008069
Multipelt hamartomsyndrom	D006223
Multipla partners	D012747
Multipla primära tumörer	D009378
Multiresistent tuberkulos	D018088
Multisjukdom	D015897
Munhåla	D009055
Munhålecancer	D009062
Muniflammation, gangrenös	D009625
Munmotmunmetoden	D002315
Muntiacus	D018668
Mun-till-munandning	D016887
Munvård	D009910
Murgröna	D035981
Murmeldjurshepatit B-virus	D017919
Musculi papillares	D010210
Musculi pectorales	D010369
Muskarinagonister	D018721
Muskarinantagonister	D018727
Muskelcancer	D019042
Muskelförtvining	D009133
Muskelkontraktion	D009119
Muskelrelaxation	D009126
Muskelrelaxerande medel, centrala	D009125
Muskel-skelettfysiologi	D009142
Muskel-skelettmissbilningar	D009139
Muskel-skelettsjukdomar	D009140
Muskel-skelettsystemet	D009141
Muskel-skelettutveckling	D041641
Muskelspänning	D009129
Muskelspänningsförlust	D002385
Muskelsönderfall	D012206
Muskeltrådar	D018485
Muskelvävnadscancer	D009379
Muskuloskeletal fysiologi	D009142
Muskuloskeletal jämvikt	D004856
Muskuloskeletala missbildningar	D009139
Muskuloskeletala sjukdomar	D009140
Muskulära tick	D020323
Musslor	D049872
Musslor, ätliga	D049872
Mutamycin	D016685
Mutism, akinetisk	D000405
M-vitamin	D005492
MVV	D008451
Myalgisk encefalopati	D015673
Myambutol	D004977
Myasthenia gravis, medfödd	D020294
Mycostatin	D009761
Mydriacyl	D014331
Mydriasis	D015878
Mydriatika	D009184
Myelencefalon	D008526
Myelit	D009187
Myeloablativa agonister	D019653
Myeloblaster	D042381
Myeloblastosvirus, aviärt	D009189
Myelocele	D008591
Myeloftisisk anemi	D000750
Myeloid leukemi	D007951
Myeloid leukemi, aggressivfas	D015465
Myeloid leukemi, akut	D007948
Myeloid leukemi, kronisk	D015464
Myeloid leukemi, kroniskfas	D015466
Myeloid leukemi, Philadelphianegativ	D015468
Myeloid leukemi, Philadelphiapositiv	D015469
Myeloisk leukemi, akut	D007950
Myelom	D009101
Myelomatos	D009101
Myelomeningocele	D008591
Myelopoiesis	D038042
Mykobakterieinfektioner, icketuberkulösa	D009165
Mykorrhizae	D038821
Mykoser	D009181
Myleran	D002066
Myndigheter	D009938
Myocrisin	D006052
Myocyter, glatt muskulatur	D032389
Myogenes	D024510
Myokardinfarkt	D009203
Myokardit	D009205
Myokardium	D009206
Myokardkontraktion	D009200
Myokardsjukdomar	D009202
Myokymi	D005207
Myometrium	D009215
Myopatier, myotoniska	D020967
Myopi	D009216
Myosit	D009220
Myosit, inklusionskropp	D018979
Myotonia atrophica	D009223
Myotonisk periodisk paralys	D020513
Myringoplastik	D009225
Myrmecophagidae	D004490
Myrten	D027822
Mysoline	D011324
Mystatin	D009761
Mytelase	D000549
Myxicola	D011077
Myxoida cystor	D045888
Myxovirus parotitidis	D009109
Månfrörankeväxter	D029583
Mångföderskor	D010298
Måreväxter	D019666
Måsar	D046091
Människans arvsmassa	D015894
Människans genom	D015894
Människans natur	D040821
Mänskliga drag	D040821
Mänskliga kromosomer	D002877
Mätstickor	D011934
Mättade fettsyror	D005227
Möbius sekvens	D020331
Möbler	D007374
Mönckebergs mediaförkalkning	D050380
Möss utan tymus	D008819
Möss, nervösa	D008818
NADP(P)H-flavinoxidreduktas	D038181
Nagelkeratin	D053564
Nakna möss	D008819
Nakna råttor	D011923
Nanokristaller	D053758
Naprapati	D002684
Naprosyn	D009288
Narcanti	D009270
Nardusört	D027983
Nardusört	D032404
Narkomani	D009293
Narkos	D000768
Narkotikaantagonister	D009292
Narkotikakontroll	D004335
Narrativ medicin	D033262
Nasala avsvällande medel	D014663
Nasalobstruktion	D015508
Nasofaryngeal cancer	D009303
Nasofaryngeala sjukdomar	D009302
Nasofaryngeala tumörer	D009303
Nasofarynx	D009305
Natagräs	D029752
Nateväxter	D031821
Natrium-aurotiosulfat	D012971
Natriumdikloracetat	D003999
Natriumhuminat	D006812
Natriumkanalantagonister	D026941
Natriumklorid	D012965
Natriumtiosulfatoaurat	D012971
Natriuretisk faktor	D009319
Natriuretisk hormon	D045283
Nattfjärilar	D007915
Nattfjärilar	D009036
Nattljus	D031665
Natt-rooming-in	D012386
Nattskatta	D032324
Nattvätning	D053206
Naturläkemedel	D028321
Nautisk medicin	D009326
Navelpiercing	D046288
Navelsträngsblod	D005312
NBD-klorid	D009327
NCAM	D019006
N-demetylaser	D010089
NDF-protein	D020890
Necrosis lipoidica diabeticorum	D009335
Nedkomst	D036801
Nedre esofagussfinkter	D049630
Nedre extremitetens deformiteter, medfödda	D038061
Nedre hjärnbihang	D010902
Nedsatt syn	D015354
NEFA	D005230
Nefrit	D009393
Nefroblastom	D009396
Nefrogen diabetes insipidus	D018500
Nefropati, Balkan	D001449
Negroid ras	D044383
Nejlikväxter	D029748
Nekros	D009336
Nekrotiserande enterokolit	D020345
Nekrotiserande fascit	D019115
Nekrotiserande polyarterit	D010488
Nekrotiserande pyelonefrit	D007681
Nemalinmyopatier	D017696
Nematoda	D009348
Nematodinfektioner	D009349
Neonatal asfyxi	D001238
Neonatalscreening	D015997
Neonatalt abstinenssyndrom	D009357
Neonatalvård	D017283
Neonatologi	D009359
Neoplasmer	D009369
Neotigason	D017255
Neovaskularisering, fysiologisk	D018919
Neovaskularisering, patologisk	D009389
Nephropathia epidemica	D006480
Nervepitelceller	D046569
Nervepitelkroppar	D046568
Nervfibrer	D009412
Nervfibrer, icke-myeliniserade	D036421
Nervfibrer, myeliniserade	D009413
Nervinhibition	D009433
Nervknutor	D005724
Nervkonduktion	D009431
Nervrotkompression	D011843
Nervsjukdomar	D009422
Nervsjukdomar vid diabetes	D003929
Nervskador	D020196
Nervskidecancer	D018317
Nervsystemet, autonoma	D001341
Nervsystemets cancer	D009423
Nervtillväxtfaktor 2	D020933
Nervus abducens	D000010
Nervus accessorius	D000055
Nervus cochlearis	D003056
Nervus facialis	D005154
Nervus glossopharyngeus	D005930
Nervus hypoglossus	D007002
Nervus laryngealis recurrens	D012009
Nervus lingualis	D008036
Nervus medianus	D008475
Nervus musculocutaneus	D009138
Nervus oculomotorius	D009802
Nervus olfactorius	D009832
Nervus ophthalmicus	D009882
Nervus opticus	D009900
Nervus phrenicus	D010791
Nervus radialis	D011826
Nervus trigeminus	D014276
Nervus trochlearis	D014321
Nervus ulnaris	D014459
Nervus vagus	D014630
Nervus vestibulo-cochlearis	D000159
Nervvävnadscancer	D009380
Neupogen	D019376
Neuralgi	D009437
Neurit	D009443
Neurobion	D014803
Neuroblastom, olfaktorisk	D018304
Neurodyni	D009437
Neuroendokrint karcinom	D018278
Neuroepitelcancer	D018302
Neuroepiteliom	D018241
Neurogen blåsstörning	D001750
Neurogen diabetes insipidus	D020790
Neurohormoner	D009487
Neuroimmuna processer	D015213
Neuroleptika	D014150
Neuroleptika, butyrofenon	D002089
Neuroleptika, fentiazin	D010639
Neurologiska gångstörningar	D020233
Neurologiska modeller	D008959
Neurologiska sjukdomar	D009422
Neurologiskt högtryckssyndrom	D006610
Neurom	D009463
Neurom, plexiform	D018318
Neuromyotoni	D020386
Neuron	D009474
Neuron, afferenta	D009475
Neuron, efferenta	D009476
Neuronutväxter	D016501
Neuropati, akut autoimmun	D020275
Neuropatier, ärfliga sensoriska och autonoma	D009477
Neuropatisk smärta	D009437
Neurosedyn	D013792
Neuroser	D009497
Neurotoxiner	D009498
Neurotransmittorer	D009487
Neurotransmittorer	D018377
Neurotransmittorreceptorer	D017981
Neutrogen enterokolit	D044504
Nevus	D009506
Nevus flammeus	D019339
Nevus, pigmenterat	D009508
Nexium	D009853
nf1-gener	D016514
nf2-gener	D016515
NGF	D020932
NGF-2	D020933
Niacin	D009525
NIDDM	D003924
Nifluril	D009544
Niftolid	D005485
Nikotinagonister	D018722
Nikotinantagonister	D018733
Nikotinberoende	D014029
Nimotop	D009553
NIR-spectroskopi	D019265
Nissemplastik	D018662
Nisslpartiklar	D009562
Nitrodiazepam	D009567
Nitrogenföreningar	D017672
Nitrogenisotoper	D009587
Nitrogenoxider	D009589
Nitrogenradioisotoper	D009590
Nitrolingual	D005996
Nitromex	D005996
Nitro-TB	D009580
Nitrotetrazolium blue	D009580
Nivalin	D005702
Njurartärobstruktion	D012078
Njurartärstenos	D006978
Njurbäckeninflammation	D011702
Njurcancer	D007680
Njure, cystisk	D007689
Njure, cystisk	D052177
Njure, polycystisk	D007690
Njurhypertoni	D006977
Njurmedicin	D009398
Njursjukdomar vid diabetes	D003928
Njurstenssjukdom	D053040
Njurtubuli	D007684
NK-celler	D007694
N-metyl-D-aspartatreceptorer	D016194
NMR	D009682
NMR, biomolekular	D019906
Nociceptorer	D009619
Nodus sinoatrialis	D012849
NOEL	D019055
NO-givare	D020030
Nollceller	D008215
Nolvadex	D013629
Nomenklatur	D009626
Non compos mentis	D007298
Non-disjunktion, genetisk	D009630
Nootropil	D010889
Noradrenalin-N-metyltransferas	D010625
Norcuron	D014673
Nordamerikanska frihetskriget	D047788
Norditropin	D019382
Nordvästra USA	D015205
Norepinefrin	D009638
Norflex	D009966
NorLevo	D016912
Normer	D012015
Norplant	D016912
Norwalkliknande virus	D029322
Norvasc	D017311
Norvir	D019438
Nosema corneum	D021863
Nosokomial infektion	D003428
Novantrone	D008942
NPH-insulin	D007336
NPPV	D011175
NSAID	D000894
NSILA	D009632
Nuclei intralaminares thalami	D020646
Nuclei thalami lateralis	D020647
Nucleus dentatus	D002529
Nucleus olivaris	D009847
Nucleus solitarius	D017552
Nukleinsyrasekvenser, repetitiva	D012091
Nukleinsyrasyntesinhibitorer	D019384
Nukleinsyredatabaser	D030561
Nukleoporiner	D028861
Nukleär energi	D009678
Nukleär fysik	D009686
Nukleära receptorer	D018160
Nukleärmagnetisk resonansspektroskopi	D009682
Nukleärmedicin	D009683
Nukleärmedicinska avdelningar	D009684
Numismatik	D009717
Nutritionsbedömning	D015596
Nutritionsbehov	D009751
Nutritionsrubbningar	D009748
Nutritionsrubbningar hos barn	D015362
Nutritionsrubbningar hos foster	D048070
Nutritionsrubbningar hos spädbarn	D007228
Nutritionsstatus	D009752
Nutritionstillskott	D018529
Nutritionsundersökningar	D009749
Nutritionsvetenskap	D052756
Nutritionsvärde	D009753
Nux vomica	D031461
Nyfikenhet	D005106
Nykturi	D053158
Nypon	D027826
Nystagmus	D009759
Näckros	D030721
Näckrosväxter	D030702
Näringsbrist under fostertiden	D010927
Näringsfysiologi hos modern	D039382
Näringsrekommendationer	D009751
Näringsriktlinjer	D018673
Närsjukvård	D011320
Närståendevård	D006701
Näscancer	D009669
Näsdeformiteter, förvärvade	D009667
Nässelväxter	D027003
Näs-svalgcancer	D009303
Näs-tårkanal	D009301
Näthinnecancer	D019572
Näthinnedegeneration	D012162
Näthinnesjukdom vid diabetes	D003930
Nätmage	D012159
Nödlägen	D004630
Nötallergi	D021184
Oberoende staten Samoa	D014905
Obesitet	D009765
Obesitet vid diabetes	D009766
Obesitet, sjuklig	D009767
Oblitererande arterioskleros	D001162
Obsessiv-kompulsiv störning	D009771
Obsessivt beteende	D009770
Obstetrisk blödning	D006473
Obstetrisk smärtlindring	D016362
Obstetrisk vård	D009773
Obstipation	D003248
Obstruktiv sömnapne	D020181
Obturatorhernia	D006553
Occipitalben	D009777
Occipitallob	D009778
OCD	D009771
Ocimum	D037602
Ocklusiv reglering	D009971
Ocklusivt förband	D009779
Ockulta primära tumörer	D009382
Octopus	D009797
Octopus	D049831
Octostim	D003894
Oculomotoriusnerv	D009802
O-demetylaser	D010090
Odlad hud	D017768
Odlade celler	D002478
Odlade tumörceller	D014407
Odlingssubstrat	D003470
Odlingsteknik	D046508
Odontofobi	D016854
Odontogenes	D009805
Odontogisk fakultet	D005179
Odontologi	D003813
Odontologins historia	D006665
Odontologiska farmakopéer	D005570
Odörer	D009812
Odört	D028225
Oetablerade behandlingar	D035703
Offentlig finansiering	D005380
Offentlig förvaltning	D017150
Offentliga publikationer	D006079
Offentliga sjukhus	D006779
Ofrivillig barnlöshet	D007246
Ofrivillig urinavgång	D004775
Ofrivilliga spegelrörelser	D046608
Oftalmiatrik	D009885
Oftalmologiska tekniker	D013508
Oftalmoplegi	D009886
Oftalmotonometri	D014065
Ogräsbinka	D035401
Ogräsmedel	D006540
Ohälsa	D009017
OK-432	D010844
Okulo-aurikulo-vertebral syndrom	D006053
Okulokardial reflex	D012024
Okulokutan albinism	D016115
Okulomotoriska muskler	D009801
Okulomotoriska sjukdomar	D015840
Okulär albinism	D016117
Okulär hypertension	D009798
Okulär hypotension	D015814
Okulär retraktionssyndrom	D004370
Okulär tuberkulos	D014392
Oleander	D030007
Oleanol	D009828
Oleinsyra	D019301
Oleinsyror	D009829
Olfaktorisk estesioneuroblastom	D018304
Olfaktorisk neuroblastom	D018304
Olfaktoriusnerv	D009832
Olibanumträd	D029743
Oligoklonala immunglobuliner	D043025
Oligomenorre	D009839
Oliv	D031658
Olivträd	D031658
Oljor, eteriska	D009822
Olloninflammation	D001446
Olyckor	D000059
Olyckor i hemmet	D000061
Omedvetet beteende	D001332
Oment	D009852
Omfalocele	D006554
Omnipaque	D007472
Område med läkarbrist	D008507
Omstrukturering på sjukhus	D006754
Omtöcknat tillstånd	D053608
Omvårdnad vid akutmottagningar	D016529
Omvårdnadsdiscipliner	D013041
Omvänt transkriptas	D012194
Omvänt transkriptashämmare	D018894
Omättade fetter	D005224
Omättade fettsyror	D005231
Onani	D008418
Oncovin	D014750
Onkgener	D009857
Onkgenprotein gp140(v-fms)	D016281
Onkgenprotein p21(ras)	D015689
Onkgenprotein p55(v-myc)	D016274
Onkgenprotein p65(gag-jun)	D016759
Onkgenprotein pp60(v-src)	D015688
Onkgenproteiner	D015513
Onkgenproteiner v-abl	D016374
Onkgenproteiner v-erbA	D018774
Onkgenproteiner v-erbB	D018739
Onkgenproteiner v-fos	D016761
Onkgenproteiner v-mos	D017232
Onkgenproteiner v-myb	D020626
Onkgenproteiner v-raf	D027384
Onkgenproteiner v-rel	D020572
Onkgenproteiner v-sis	D020575
Onkgenproteiner, fusion	D015514
Onkgenproteiner, virala	D009856
Onkologi	D008495
Onkologisk klinik	D016522
Onkologisk omvårdnad	D009859
Onödiga operationer	D019564
Oocytdonation	D018587
Ooforektomi	D010052
Ooforit	D009869
Oogenes	D009866
Oorganisk kemi	D015392
Operationsavdelningar	D009873
Ophthalmia neonatorum	D009878
Opiatmissbruk	D009293
Opinionsbildning	D011639
Opinionsundersökningar	D011639
Oplanerad graviditet	D049168
Opportunistiska infektioner, AIDS-relaterade	D017088
Opportunistiska infektioner, HIV-relaterade	D017088
Opsoniner	D009895
Optikusneurit	D009902
Optikusneuropatier	D009901
Optimal läkemedelstillförselschema	D004334
Optimol	D013999
Oral galvanism	D004570
Oral herpes simplex	D013283
Oral kandidos	D002180
Oral leukoödem	D007967
Oral moniliasis	D002180
Oral- och käkkirurgi	D013516
Oral patologi	D010339
Oral tuberkulos	D014393
Orala sår	D019226
Orala vacciner	D022462
Oralkirurgiska metoder	D019647
Orbita	D009915
Orbital plasmacellsgranulom	D016727
Orbitalcancer	D009918
Orbitalfrakturer	D009917
Orbitalimplantat	D020273
Orbitalsjukdomar	D009916
Orbitaltumörer	D009918
Ordblindhet	D004410
Ordinationsföljsamhet	D010349
Ordlös kommunikation	D009633
Oregano	D031341
Oregistrerade läkemedel	D015507
Orf	D004474
Organdonation	D009927
Organdonatorer	D014019
Organförmedling	D009927
Organförstoring	D006984
Organisationsutveckling	D009936
Organisatorisk effektivitet	D017598
Organisatoriska modeller	D017146
Organisatoriskt, beslutsfattande	D003659
Organisk kemi	D002625
Organisk mat	D019123
Organodlingsmetoder	D009924
Organvikt	D009929
Orientalisk filologi	D010682
Orientböld	D016773
Ori-region	D018741
Orkektomi	D009919
Orkideer	D029595
Orkit	D009920
Ormbunksväxter	D029621
Ornitos	D009956
Orofarynxcancer	D009959
Orolig tarm	D043183
Oroligheter	D002960
Orstanorm	D004087
Orthoclone	D016853
Ortopedisk manipulation	D008349
Ortopedisk vård	D016530
Ortopediska hjälpmedel	D009983
Orudis	D007660
Os occipitale	D009777
Os parietale	D010294
Os sphenoidale	D013100
Os temporale	D013701
Os zygomaticus	D015050
OSAS	D020181
Osjälvständighet (Psykologi)	D003858
Osmolalitet	D009994
Ospecifikt immunförsvar	D007113
Ossa tarsi	D013639
Osseointegrerad dentalimplantation	D003758
Ostadighetskänsla	D004244
Osteit	D010000
Osteoartros	D010003
Osteogenes	D010012
Osteoidosteom	D010017
Osteolys	D010014
Osteomalaci	D010018
Osteonekros	D010020
Osteopatisk manipulation	D026301
Osteopatiska sjukhus	D006774
Osteopeni	D001851
Osteopetros	D010022
Osteoporos	D010024
Osteoporos, postmenopausal	D015663
